s0,action,reward,s2_0,done
-5.068645353708173,-1,-5.997245304298964,-5.997245304298964,0
-5.997245304298964,1,-4.94992154184161,-4.94992154184161,0
4.636199770892528,1,-5.628916879626841,5.628916879626841,0
5.628916879626841,1,-6.583670656392374,6.583670656392374,1
-1.1490227139807474,1,-0.0713177344903866,-0.0713177344903866,0
-0.0713177344903866,1,-0.8840307703029113,0.8840307703029113,0
0.8840307703029113,-1,-0.030329350264741428,-0.030329350264741428,0
-0.030329350264741428,-1,-1.008919975851721,-1.008919975851721,0
-1.008919975851721,-1,-2.1334938537229196,-2.1334938537229196,0
-2.1334938537229196,1,-1.1161757611378014,-1.1161757611378014,0
-1.1161757611378014,1,-0.0776440231649177,-0.0776440231649177,0
-0.0776440231649177,-1,-1.166029766785031,-1.166029766785031,0
-1.166029766785031,-1,-2.1506572561904784,-2.1506572561904784,0
-2.1506572561904784,-1,-3.1448363843458784,-3.1448363843458784,0
-3.1448363843458784,-1,-4.25913341412894,-4.25913341412894,0
-4.25913341412894,1,-3.223354678094112,-3.223354678094112,0
-3.223354678094112,-1,-4.167276225457289,-4.167276225457289,0
-4.167276225457289,1,-3.058971101139761,-3.058971101139761,0
-3.058971101139761,-1,-3.9535908959362707,-3.9535908959362707,0
-3.9535908959362707,1,-3.0913578327319797,-3.0913578327319797,0
-3.0913578327319797,1,-2.185140336723492,-2.185140336723492,0
-2.185140336723492,-1,-3.133636810002626,-3.133636810002626,0
-3.133636810002626,-1,-4.0822582149114055,-4.0822582149114055,0
-4.0822582149114055,1,-3.0307534462808006,-3.0307534462808006,0
2.9829517896677515,-1,-2.3682249387332237,2.3682249387332237,0
2.3682249387332237,-1,-1.5013130715304324,1.5013130715304324,0
1.5013130715304324,-1,-0.6001333325808436,0.6001333325808436,0
0.6001333325808436,-1,-0.37663705160151595,-0.37663705160151595,0
-0.37663705160151595,-1,-1.359018959396284,-1.359018959396284,0
-1.359018959396284,-1,-2.4742754965622855,-2.4742754965622855,0
-2.4742754965622855,1,-1.624352335883003,-1.624352335883003,0
-1.624352335883003,1,-0.6078500560720691,-0.6078500560720691,0
-0.6078500560720691,1,-0.30655705214499407,0.30655705214499407,0
0.30655705214499407,-1,-0.6974065620589679,-0.6974065620589679,0
-0.6974065620589679,1,-0.24912716375602573,0.24912716375602573,0
0.24912716375602573,-1,-0.929722486742024,-0.929722486742024,0
-0.929722486742024,-1,-1.8939920325483606,-1.8939920325483606,0
-1.8939920325483606,1,-0.9354452130873497,-0.9354452130873497,0
-0.9354452130873497,-1,-1.927425341833268,-1.927425341833268,0
-1.927425341833268,1,-1.0167373691961905,-1.0167373691961905,0
-1.0167373691961905,1,-0.050219093935663886,-0.050219093935663886,0
-0.050219093935663886,1,-1.105818920177624,1.105818920177624,0
1.105818920177624,1,-2.118674020184732,2.118674020184732,0
2.118674020184732,1,-3.1736316546909986,3.1736316546909986,0
-4.14652535006232,1,-3.273612530749924,-3.273612530749924,0
-3.273612530749924,-1,-4.269055346759543,-4.269055346759543,0
-4.269055346759543,-1,-5.334215381520124,-5.334215381520124,0
-5.334215381520124,1,-4.119820972587592,-4.119820972587592,0
-4.119820972587592,-1,-5.05642907035579,-5.05642907035579,0
-5.05642907035579,-1,-6.258943329021551,-6.258943329021551,1
2.9518619476870365,-1,-1.9705073791639793,1.9705073791639793,0
1.9705073791639793,1,-2.926057504742061,2.926057504742061,0
2.926057504742061,-1,-1.759144268833008,1.759144268833008,0
1.759144268833008,-1,-0.6819623610573324,0.6819623610573324,0
0.6819623610573324,1,-1.8480925341181478,1.8480925341181478,0
1.8480925341181478,-1,-0.814667825003111,0.814667825003111,0
0.814667825003111,-1,-0.21711686564794738,-0.21711686564794738,0
-0.21711686564794738,-1,-1.1853401624042355,-1.1853401624042355,0
-1.1853401624042355,-1,-2.3465628931216878,-2.3465628931216878,0
-2.3465628931216878,-1,-3.252024724112931,-3.252024724112931,0
-3.252024724112931,-1,-4.1253840385756435,-4.1253840385756435,0
-4.1253840385756435,-1,-5.087654412029603,-5.087654412029603,0
-5.087654412029603,1,-3.922519313381654,-3.922519313381654,0
-3.922519313381654,-1,-5.055202489995244,-5.055202489995244,0
-5.055202489995244,-1,-5.870830910220059,-5.870830910220059,0
-5.870830910220059,-1,-6.943905050543025,-6.943905050543025,1
2.578461104643691,-1,-1.4504691313173779,1.4504691313173779,0
1.4504691313173779,1,-2.4948510741320007,2.4948510741320007,0
2.4948510741320007,1,-3.5723144794749344,3.5723144794749344,0
3.5723144794749344,1,-4.479621432317127,4.479621432317127,0
4.479621432317127,-1,-3.473668896710947,3.473668896710947,0
3.473668896710947,1,-4.14954216270404,4.14954216270404,0
4.14954216270404,-1,-3.047103398570611,3.047103398570611,0
3.047103398570611,1,-4.021846583431295,4.021846583431295,0
4.021846583431295,1,-4.89706826523481,4.89706826523481,0
4.89706826523481,-1,-4.060309395627973,4.060309395627973,0
4.060309395627973,1,-4.91729525783191,4.91729525783191,0
4.91729525783191,1,-5.873290809162212,5.873290809162212,0
5.873290809162212,1,-6.886364866890821,6.886364866890821,1
-1.2538738537352878,-1,-2.2480229635046034,-2.2480229635046034,0
-2.2480229635046034,-1,-3.013223270659571,-3.013223270659571,0
-3.013223270659571,1,-1.9727257197825188,-1.9727257197825188,0
-1.9727257197825188,-1,-2.881751902286537,-2.881751902286537,0
-2.881751902286537,-1,-3.901997654869692,-3.901997654869692,0
-3.901997654869692,-1,-4.895907994157977,-4.895907994157977,0
-4.895907994157977,1,-3.831191724479272,-3.831191724479272,0
-3.831191724479272,-1,-4.818582241696869,-4.818582241696869,0
-4.818582241696869,1,-4.008319939945735,-4.008319939945735,0
-4.008319939945735,-1,-4.880265863777988,-4.880265863777988,0
-4.880265863777988,-1,-5.941779231555121,-5.941779231555121,0
-5.941779231555121,1,-4.730647467393496,-4.730647467393496,0
-4.730647467393496,1,-3.6619626161168988,-3.6619626161168988,0
-3.6619626161168988,-1,-4.654865374552924,-4.654865374552924,0
-4.654865374552924,1,-3.61093266054258,-3.61093266054258,0
-3.61093266054258,1,-2.6217824493989315,-2.6217824493989315,0
-2.6217824493989315,-1,-3.6704257260041677,-3.6704257260041677,0
-3.6704257260041677,1,-2.6496658998755955,-2.6496658998755955,0
-2.6496658998755955,-1,-3.561166853156929,-3.561166853156929,0
-3.561166853156929,-1,-4.607619828021426,-4.607619828021426,0
-4.767280642641741,1,-3.8262171183361624,-3.8262171183361624,0
-3.8262171183361624,-1,-4.7412569086340595,-4.7412569086340595,0
-4.7412569086340595,-1,-5.705555360037555,-5.705555360037555,0
-5.705555360037555,-1,-6.77484631956362,-6.77484631956362,1
1.2894284677988397,1,-2.3256298589930866,2.3256298589930866,0
2.3256298589930866,1,-3.383761272396659,3.383761272396659,0
3.383761272396659,-1,-2.3207911866701476,2.3207911866701476,0
2.3207911866701476,1,-3.40846665166538,3.40846665166538,0
3.40846665166538,-1,-2.4636403527118875,2.4636403527118875,0
2.4636403527118875,1,-3.3926275569191393,3.3926275569191393,0
3.3926275569191393,1,-4.213860395725961,4.213860395725961,0
4.213860395725961,1,-5.0918033852977755,5.0918033852977755,0
5.0918033852977755,-1,-4.024883112479654,4.024883112479654,0
4.024883112479654,-1,-3.1410768442543313,3.1410768442543313,0
3.1410768442543313,1,-4.2963628218382635,4.2963628218382635,0
4.2963628218382635,1,-5.2524110342908354,5.2524110342908354,0
5.2524110342908354,-1,-4.211619499013706,4.211619499013706,0
4.211619499013706,-1,-3.237781804610952,3.237781804610952,0
3.237781804610952,1,-4.238996455518275,4.238996455518275,0
4.238996455518275,-1,-3.332089863915683,3.332089863915683,0
3.332089863915683,1,-4.279771054556972,4.279771054556972,0
4.279771054556972,-1,-3.3746853533350714,3.3746853533350714,0
3.3746853533350714,1,-4.350762873548096,4.350762873548096,0
4.350762873548096,1,-5.436160344654882,5.436160344654882,0
-4.891623485197016,-1,-5.859206849948172,-5.859206849948172,0
-5.859206849948172,-1,-6.87222115538494,-6.87222115538494,1
4.506071469375561,-1,-3.697303233359558,3.697303233359558,0
3.697303233359558,-1,-2.80382594161425,2.80382594161425,0
2.80382594161425,-1,-1.6246214316007284,1.6246214316007284,0
1.6246214316007284,1,-2.5799440804217375,2.5799440804217375,0
2.5799440804217375,-1,-1.700436372599595,1.700436372599595,0
1.700436372599595,1,-2.580770325678243,2.580770325678243,0
2.580770325678243,-1,-1.657838158630554,1.657838158630554,0
1.657838158630554,-1,-0.7245437689775331,0.7245437689775331,0
0.7245437689775331,1,-1.6546291111683413,1.6546291111683413,0
1.6546291111683413,1,-2.6537474065437605,2.6537474065437605,0
2.6537474065437605,-1,-1.4447456316807326,1.4447456316807326,0
1.4447456316807326,1,-2.6217887833374047,2.6217887833374047,0
2.6217887833374047,-1,-1.5908795324177125,1.5908795324177125,0
1.5908795324177125,-1,-0.6712608375553384,0.6712608375553384,0
0.6712608375553384,-1,-0.26735502829711916,-0.26735502829711916,0
-0.26735502829711916,1,-0.8684330505128797,0.8684330505128797,0
0.8684330505128797,1,-1.8251027098226236,1.8251027098226236,0
1.8251027098226236,-1,-0.8454849825753703,0.8454849825753703,0
0.8454849825753703,-1,-0.09860409716317695,-0.09860409716317695,0
-0.09860409716317695,-1,-1.011349938020129,-1.011349938020129,0
-4.186512193581002,-1,-5.331320627730735,-5.331320627730735,0
-5.331320627730735,1,-4.47206700516839,-4.47206700516839,0
-4.47206700516839,-1,-5.543911427293634,-5.543911427293634,0
-5.543911427293634,-1,-6.565256142464818,-6.565256142464818,1
2.7714691592743677,1,-3.567761565777154,3.567761565777154,0
3.567761565777154,1,-4.7247647938314214,4.7247647938314214,0
4.7247647938314214,-1,-3.694532369623791,3.694532369623791,0
3.694532369623791,1,-4.6940760867247615,4.6940760867247615,0
4.6940760867247615,-1,-3.625841826612746,3.625841826612746,0
3.625841826612746,-1,-2.621022278059165,2.621022278059165,0
2.621022278059165,1,-3.7481361006572564,3.7481361006572564,0
3.7481361006572564,-1,-2.8252224108036605,2.8252224108036605,0
2.8252224108036605,1,-3.874491059183701,3.874491059183701,0
3.874491059183701,-1,-2.8833783597968754,2.8833783597968754,0
2.8833783597968754,-1,-1.7388173625496672,1.7388173625496672,0
1.7388173625496672,1,-2.654403671197893,2.654403671197893,0
2.654403671197893,1,-3.6200835475347763,3.6200835475347763,0
3.6200835475347763,1,-4.66585119297766,4.66585119297766,0
4.66585119297766,-1,-3.6728164594295474,3.6728164594295474,0
3.6728164594295474,-1,-2.771166890065394,2.771166890065394,0
2.771166890065394,-1,-1.8185296288381503,1.8185296288381503,0
1.8185296288381503,-1,-0.8239646866320074,0.8239646866320074,0
0.8239646866320074,1,-2.051540816388728,2.051540816388728,0
2.051540816388728,1,-3.0921634848937205,3.0921634848937205,0
1.9574868898461713,1,-3.172805135597327,3.172805135597327,0
3.172805135597327,-1,-2.096070379308522,2.096070379308522,0
2.096070379308522,1,-3.18330244298059,3.18330244298059,0
3.18330244298059,1,-4.2016366435544255,4.2016366435544255,0
4.2016366435544255,1,-5.4206169368761925,5.4206169368761925,0
5.4206169368761925,1,-6.339787108340677,6.339787108340677,1
-2.2261881701886734,-1,-3.2419605660140838,-3.2419605660140838,0
-3.2419605660140838,-1,-4.377466361565878,-4.377466361565878,0
-4.377466361565878,1,-3.27420632116408,-3.27420632116408,0
-3.27420632116408,-1,-4.455219453663681,-4.455219453663681,0
-4.455219453663681,1,-3.6464901053701033,-3.6464901053701033,0
-3.6464901053701033,-1,-4.610242459489574,-4.610242459489574,0
-4.610242459489574,-1,-5.553107708456895,-5.553107708456895,0
-5.553107708456895,1,-4.456055326455574,-4.456055326455574,0
-4.456055326455574,1,-3.3818590248026275,-3.3818590248026275,0
-3.3818590248026275,1,-2.2341931622596647,-2.2341931622596647,0
-2.2341931622596647,1,-1.1641688669234227,-1.1641688669234227,0
-1.1641688669234227,-1,-2.177398811317669,-2.177398811317669,0
-2.177398811317669,1,-1.18475992289686,-1.18475992289686,0
-1.18475992289686,-1,-2.212982041795581,-2.212982041795581,0
-2.212982041795581,1,-1.1834342893532626,-1.1834342893532626,0
-1.1834342893532626,-1,-2.2931688762099283,-2.2931688762099283,0
-2.2931688762099283,1,-1.259076656354033,-1.259076656354033,0
-1.259076656354033,-1,-2.2677180070371943,-2.2677180070371943,0
-2.2677180070371943,-1,-3.2401544912484534,-3.2401544912484534,0
-3.2401544912484534,1,-2.2122821877513874,-2.2122821877513874,0
-0.3130684020502974,1,-0.5274888320702659,0.5274888320702659,0
0.5274888320702659,-1,-0.5324486702251114,-0.5324486702251114,0
-0.5324486702251114,1,-0.4680756997467069,0.4680756997467069,0
0.4680756997467069,1,-1.472773759123181,1.472773759123181,0
1.472773759123181,-1,-0.42776721197525674,0.42776721197525674,0
0.42776721197525674,1,-1.4900522052100065,1.4900522052100065,0
1.4900522052100065,1,-2.3832901622717473,2.3832901622717473,0
2.3832901622717473,1,-3.369052213769618,3.369052213769618,0
3.369052213769618,1,-4.381081776940808,4.381081776940808,0
4.381081776940808,1,-5.432525660346682,5.432525660346682,0
5.432525660346682,1,-6.503687148155572,6.503687148155572,1
1.1812824045789583,-1,-0.06881819539517135,0.06881819539517135,0
0.06881819539517135,-1,-1.0139711124964,-1.0139711124964,0
-1.0139711124964,1,-0.04435755603949265,-0.04435755603949265,0
-0.04435755603949265,1,-0.9798758125688186,0.9798758125688186,0
0.9798758125688186,-1,-0.18461570468184244,0.18461570468184244,0
0.18461570468184244,1,-1.196101851503232,1.196101851503232,0
1.196101851503232,1,-2.351228136976529,2.351228136976529,0
2.351228136976529,-1,-1.36822542726726,1.36822542726726,0
1.36822542726726,1,-2.483549945910106,2.483549945910106,0
2.483549945910106,1,-3.5862079305653136,3.5862079305653136,0
3.5862079305653136,-1,-2.602816743816129,2.602816743816129,0
2.602816743816129,1,-3.5007784190899134,3.5007784190899134,0
3.5007784190899134,1,-4.473868975297019,4.473868975297019,0
4.473868975297019,1,-5.622773492685466,5.622773492685466,0
5.622773492685466,1,-6.7105560095334775,6.7105560095334775,1
-2.870358384910893,1,-1.7645159362259342,-1.7645159362259342,0
-1.7645159362259342,-1,-2.940389884868246,-2.940389884868246,0
-2.940389884868246,1,-2.0587157361348236,-2.0587157361348236,0
-2.0587157361348236,-1,-3.262638953910834,-3.262638953910834,0
-3.262638953910834,-1,-4.289579637355289,-4.289579637355289,0
-4.289579637355289,1,-3.217825411775693,-3.217825411775693,0
-3.217825411775693,1,-2.06758970656609,-2.06758970656609,0
-2.06758970656609,-1,-3.0601802285241124,-3.0601802285241124,0
-3.0601802285241124,-1,-3.8973186739669834,-3.8973186739669834,0
-3.8973186739669834,1,-3.0353288197884725,-3.0353288197884725,0
-3.0353288197884725,-1,-4.205667063723988,-4.205667063723988,0
-4.205667063723988,-1,-5.21122183361365,-5.21122183361365,0
-5.21122183361365,-1,-6.172815288719719,-6.172815288719719,1
-0.07381906007130379,-1,-1.077088534880713,-1.077088534880713,0
-1.077088534880713,-1,-1.9648207664009107,-1.9648207664009107,0
-1.9648207664009107,-1,-3.1089403424505107,-3.1089403424505107,0
-3.1089403424505107,1,-2.1212314731056563,-2.1212314731056563,0
-2.1212314731056563,-1,-3.128761838581169,-3.128761838581169,0
-3.128761838581169,1,-2.23888702906588,-2.23888702906588,0
-2.23888702906588,1,-1.1901197015735505,-1.1901197015735505,0
-1.1901197015735505,-1,-2.11538289841237,-2.11538289841237,0
-2.11538289841237,1,-1.1444521292154746,-1.1444521292154746,0
-1.1444521292154746,1,-0.0610571316466727,0.0610571316466727,0
0.0610571316466727,1,-1.0291211308933068,1.0291211308933068,0
1.0291211308933068,-1,-0.015547216175759895,-0.015547216175759895,0
-0.015547216175759895,-1,-1.0631143509726202,-1.0631143509726202,0
-1.0631143509726202,-1,-2.1446642583014692,-2.1446642583014692,0
-2.1446642583014692,-1,-3.200566807624855,-3.200566807624855,0
-3.200566807624855,1,-2.3439756945481074,-2.3439756945481074,0
-2.3439756945481074,-1,-3.3631289769394366,-3.3631289769394366,0
-3.3631289769394366,-1,-4.357381576637007,-4.357381576637007,0
-4.357381576637007,1,-3.5856618256410866,-3.5856618256410866,0
-3.5856618256410866,-1,-4.595856776889072,-4.595856776889072,0
2.9941039890904264,-1,-1.9983173972646193,1.9983173972646193,0
1.9983173972646193,-1,-0.9283448464653608,0.9283448464653608,0
0.9283448464653608,1,-1.9497428375387829,1.9497428375387829,0
